193
15.328824807842462
0.000000000000000000e+00 -1.137139891899999907e-18 -2.243441228500000027e-35 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000400000024e-10 6.431874632227249535e-25 1.000000000000000036e-10 1.772015807991193539e-21 -5.420046399511397387e-24 1.000000221900000039e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.338620904388888812e-04 2.382562839400000135e-06 -4.325064187499999867e-26 2.405982011769189008e-02 1.000000000000000000e+00 4.788946251899999645e-03 2.803550199310183547e-10 5.117765240920970935e-06 2.417831594039319273e-05 -2.038958034275606228e-03 8.646840731458991722e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.354125236277778319e-04 9.529711014700000666e-06 1.097160308600000069e-23 9.623283907346935617e-02 1.000000000000000000e+00 1.899063718799999870e-02 5.045958393568358190e-09 8.105346965593271337e-05 9.698134488945828614e-05 -8.272807929015671760e-03 3.454158742961711825e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.204543794833333242e-03 2.144034409499999907e-05 1.226950195400000017e-23 2.164997344098888443e-01 1.000000000000000000e+00 4.212295943000000237e-02 2.983687059520546881e-08 4.034648343767578151e-04 2.191659252204635367e-04 -1.905744297889741187e-02 7.754886201626789988e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.141076761388888573e-03 3.811495573499999934e-05 4.261091771700000144e-23 3.848283077627887017e-01 1.000000000000000000e+00 7.341978928700000628e-02 1.105161547261033880e-07 1.245566422397081973e-03 3.918562873905459282e-04 -3.499895590036436466e-02 1.374454490413432317e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.344760690833333255e-03 5.955978981800000033e-05 1.792669307400000042e-22 6.011734935135742974e-01 1.000000000000000000e+00 1.118803748600000064e-01 3.101580314100853074e-07 2.951248041102148660e-03 6.163193670497144538e-04 -5.696100068350137824e-02 2.139138451903448146e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.815273327777778133e-03 8.579636023599999581e-05 -2.674041824599999962e-22 8.654773708075570449e-01 1.000000000000000000e+00 1.563291605100000092e-01 7.163440358450371192e-07 5.902037607427829125e-03 8.936132541379819506e-04 -8.604801151137615733e-02 3.065166483000941744e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.552220980555555248e-03 1.168757623600000066e-04 8.048162524899999933e-22 1.177669179128067789e+00 1.000000000000000000e+00 2.054786044099999875e-01 1.424527947474003372e-06 1.048179807919982082e-02 1.224117936377023923e-03 -1.235418377081603791e-01 4.146392252239468057e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.555138626111111200e-03 1.529016798900000040e-04 -1.506129725900000038e-21 1.537665337148754086e+00 1.000000000000000000e+00 2.579921641899999840e-01 2.512250220486047322e-06 1.704321228584121037e-02 1.606985006896073350e-03 -1.707691741929614482e-01 5.373923869442934764e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.082349003500000101e-02 1.940528382499999893e-04 6.399423102599999957e-21 1.945369465200563530e+00 1.000000000000000000e+00 3.125465442900000057e-01 4.019402059791687772e-06 2.587970775687142150e-02 2.039609134755024800e-03 -2.288856965757810058e-01 6.734773715304629427e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
